CLIENTNUM,Attrition_Flag,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,calculated_utilization,High_Utilization_Flag,Low_Utilization_Flag,Credit_Headroom,avg_transaction_value,Transaction_Intensity,Inactivity_Rate,High_Contact_Flag,Inactive_Customer_Flag,High_Value_Customer_Flag,Churn_Binary,Gender_M,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Utilization_Category_Low,Utilization_Category_Medium
720603558,Existing Customer,36,4,36,3,2,1,20337.0,1605,18732.0,0.805,2460,74,1.312,0.079,0.0789201947189851,0,1,18732.0,68.33333333333333,68.33333333333333,0.16666666666666666,0,0,1,0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
819258408,Existing Customer,47,5,42,4,2,4,2224.0,1106,1118.0,0.501,1698,41,0.367,0.497,0.4973021582733813,0,0,1118.0,40.42857142857143,40.42857142857143,0.16666666666666666,1,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
717664008,Attrited Customer,37,3,19,2,3,4,3100.0,2517,583.0,0.35,694,12,0.2,0.812,0.8119354838709677,1,0,583.0,36.526315789473685,36.526315789473685,0.25,1,0,0,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
717437058,Existing Customer,38,2,26,4,2,0,26437.0,681,25756.0,1.021,2167,57,0.727,0.026,0.025759352422740855,0,1,25756.0,83.34615384615384,83.34615384615384,0.16666666666666666,0,0,1,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False
717327783,Existing Customer,39,2,27,4,2,2,9959.0,1476,8483.0,0.952,2760,44,1.0,0.148,0.14820765137061953,0,1,8483.0,102.22222222222223,102.22222222222223,0.16666666666666666,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
712887633,Existing Customer,39,1,36,5,3,3,25008.0,876,24132.0,0.859,1753,43,1.048,0.035,0.03502879078694818,0,1,24132.0,48.69444444444444,48.69444444444444,0.25,0,0,1,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
716129208,Existing Customer,37,3,36,3,3,3,2031.0,0,2031.0,0.752,1678,36,0.8,0.0,0.0,0,1,2031.0,46.611111111111114,46.611111111111114,0.25,0,0,0,0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
718037433,Existing Customer,58,1,49,6,4,2,1654.0,1253,401.0,0.508,1887,60,0.538,0.758,0.7575574365175333,0,0,401.0,38.51020408163265,38.51020408163265,0.3333333333333333,0,1,0,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
709839858,Existing Customer,58,2,39,3,4,3,4608.0,1077,3531.0,0.694,1535,31,0.632,0.234,0.23372395833333334,0,0,3531.0,39.35897435897436,39.35897435897436,0.3333333333333333,0,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
719686458,Existing Customer,37,3,36,6,4,1,3908.0,1629,2279.0,0.775,1903,30,0.5,0.417,0.41683725690890483,0,0,2279.0,52.861111111111114,52.861111111111114,0.3333333333333333,0,1,0,0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
721434483,Existing Customer,54,3,46,4,3,2,2798.0,1256,1542.0,1.132,2631,55,0.774,0.449,0.44889206576125806,0,0,1542.0,57.19565217391305,57.19565217391305,0.25,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
716096358,Existing Customer,45,3,39,5,4,1,2551.0,2253,298.0,0.688,3753,63,0.909,0.883,0.8831830654645237,1,0,298.0,96.23076923076923,96.23076923076923,0.3333333333333333,0,1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
718244958,Existing Customer,36,2,26,5,2,2,8621.0,1251,7370.0,0.696,1989,37,0.48,0.145,0.14511077601206357,0,1,7370.0,76.5,76.5,0.16666666666666666,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
711315783,Existing Customer,53,3,43,6,4,2,7451.0,683,6768.0,0.924,2165,49,0.96,0.092,0.09166554824855724,0,1,6768.0,50.348837209302324,50.348837209302324,0.3333333333333333,0,1,0,0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
821296083,Existing Customer,34,1,30,3,3,3,2617.0,1010,1607.0,0.659,2003,47,0.679,0.386,0.38593809705769966,0,0,1607.0,66.76666666666667,66.76666666666667,0.25,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
711562833,Attrited Customer,35,4,24,6,3,4,12634.0,0,12634.0,0.323,717,18,0.286,0.0,0.0,0,1,12634.0,29.875,29.875,0.25,1,0,1,1,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
716447733,Existing Customer,32,3,18,5,3,3,6407.0,963,5444.0,1.052,1921,43,0.72,0.15,0.15030435461214298,0,1,5444.0,106.72222222222223,106.72222222222223,0.25,0,0,0,0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
719591283,Existing Customer,38,2,27,6,2,4,1438.3,0,1438.3,0.945,2412,58,0.657,0.0,0.0,0,1,1438.3,89.33333333333333,89.33333333333333,0.16666666666666666,1,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
789911808,Existing Customer,37,3,28,6,2,2,2672.0,1259,1413.0,1.375,2487,52,0.625,0.471,0.4711826347305389,0,0,1413.0,88.82142857142857,88.82142857142857,0.16666666666666666,0,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
713195808,Existing Customer,37,3,36,6,3,4,11948.0,1281,10667.0,1.159,2792,51,0.889,0.107,0.10721459658520255,0,1,10667.0,77.55555555555556,77.55555555555556,0.25,1,0,1,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
717866133,Existing Customer,47,2,36,3,3,3,2677.0,1390,1287.0,0.732,2170,63,0.465,0.519,0.519237952932387,0,0,1287.0,60.27777777777778,60.27777777777778,0.25,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
716670783,Existing Customer,52,3,36,3,2,1,24703.0,1085,23618.0,0.998,4776,63,0.575,0.044,0.043921790875602156,0,1,23618.0,132.66666666666666,132.66666666666666,0.16666666666666666,0,0,1,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
789197508,Existing Customer,54,3,43,6,3,4,2240.0,1580,660.0,0.745,1518,36,0.8,0.705,0.7053571428571429,0,0,660.0,35.30232558139535,35.30232558139535,0.25,1,0,0,0,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
713108433,Existing Customer,53,3,40,4,4,4,6052.0,1720,4332.0,0.683,1476,37,0.423,0.284,0.28420356906807664,0,0,4332.0,36.9,36.9,0.3333333333333333,1,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
711403383,Existing Customer,33,3,23,6,4,1,2562.0,1968,594.0,0.546,2256,70,0.591,0.768,0.7681498829039812,0,0,594.0,98.08695652173913,98.08695652173913,0.3333333333333333,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
768212583,Existing Customer,49,2,43,4,4,4,15377.0,1516,13861.0,0.627,1848,49,1.042,0.099,0.09858880145672108,0,1,13861.0,42.97674418604651,42.97674418604651,0.3333333333333333,1,1,1,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
720181758,Attrited Customer,37,0,22,3,3,4,8654.0,0,8654.0,0.446,850,18,0.385,0.0,0.0,0,1,8654.0,38.63636363636363,38.63636363636363,0.25,1,0,0,1,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
710632683,Existing Customer,31,1,24,5,2,3,1438.3,0,1438.3,0.665,2308,49,0.4,0.0,0.0,0,1,1438.3,96.16666666666667,96.16666666666667,0.16666666666666666,0,0,0,0,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
711836733,Existing Customer,43,3,31,3,3,3,1438.3,0,1438.3,0.663,1867,45,0.875,0.0,0.0,0,1,1438.3,60.225806451612904,60.225806451612904,0.25,0,0,0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
771183933,Existing Customer,39,1,26,6,2,3,16040.0,1220,14820.0,0.862,1923,49,0.4,0.076,0.07605985037406483,0,1,14820.0,73.96153846153847,73.96153846153847,0.16666666666666666,0,0,1,0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
711327558,Existing Customer,38,2,36,3,3,1,2801.0,1980,821.0,0.882,1600,45,0.406,0.707,0.7068903962870403,0,0,821.0,44.44444444444444,44.44444444444444,0.25,0,0,0,0,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
788971308,Existing Customer,62,1,49,5,4,2,2658.0,1158,1500.0,0.476,1809,41,0.464,0.436,0.435665914221219,0,0,1500.0,36.91836734693877,36.91836734693877,0.3333333333333333,0,1,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
718950483,Existing Customer,58,1,48,3,3,2,12423.0,1910,10513.0,0.405,1208,38,0.357,0.154,0.1537470820252757,0,1,10513.0,25.166666666666668,25.166666666666668,0.25,0,0,1,0,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
714278958,Existing Customer,39,2,27,6,1,3,9347.0,1988,7359.0,1.173,2201,46,1.091,0.213,0.21268856317535037,0,0,7359.0,81.51851851851852,81.51851851851852,0.08333333333333333,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
711817158,Existing Customer,30,2,22,3,3,4,3143.0,1075,2068.0,0.643,2510,57,0.629,0.342,0.34202990773146674,0,0,2068.0,114.0909090909091,114.0909090909091,0.25,1,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
765824058,Existing Customer,46,4,39,3,3,1,5106.0,1539,3567.0,0.907,3784,74,0.609,0.301,0.30141010575793187,0,0,3567.0,97.02564102564102,97.02564102564102,0.25,0,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
710109633,Existing Customer,39,2,31,6,3,2,9871.0,1061,8810.0,0.545,1683,34,0.478,0.107,0.10748657684125215,0,1,8810.0,54.29032258064516,54.29032258064516,0.25,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
713643858,Existing Customer,53,1,43,4,4,2,1525.0,1411,114.0,0.66,1911,47,0.958,0.925,0.9252459016393443,1,0,114.0,44.44186046511628,44.44186046511628,0.3333333333333333,0,1,0,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
716399583,Existing Customer,34,1,36,6,2,1,19630.0,1251,18379.0,1.399,2286,39,0.696,0.064,0.06372898624554253,0,1,18379.0,63.5,63.5,0.16666666666666666,0,0,1,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
714516783,Existing Customer,54,0,36,4,3,1,12547.0,1378,11169.0,1.12,3360,56,0.75,0.11,0.1098270502909062,0,1,11169.0,93.33333333333333,93.33333333333333,0.25,0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
710490708,Existing Customer,54,3,36,4,1,3,17686.0,0,17686.0,0.733,2047,46,0.533,0.0,0.0,0,1,17686.0,56.861111111111114,56.861111111111114,0.08333333333333333,0,0,1,0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
780662133,Existing Customer,39,2,28,6,3,5,3257.0,2517,740.0,0.539,1534,35,0.591,0.773,0.7727970525023027,0,0,740.0,54.785714285714285,54.785714285714285,0.25,1,0,0,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
715389708,Existing Customer,36,3,28,4,3,2,4824.0,2517,2307.0,0.838,1516,32,0.391,0.522,0.5217661691542289,0,0,2307.0,54.142857142857146,54.142857142857146,0.25,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
789607983,Existing Customer,38,3,32,6,6,2,8603.0,1046,7557.0,0.826,1758,40,0.739,0.122,0.12158549343252353,0,1,7557.0,54.9375,54.9375,0.5,0,1,0,0,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
720171033,Existing Customer,45,4,36,6,1,1,11498.0,1577,9921.0,0.756,4014,70,0.489,0.137,0.13715428770220908,0,1,9921.0,111.5,111.5,0.08333333333333333,0,0,1,0,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
815104608,Existing Customer,28,0,23,5,1,3,3818.0,584,3234.0,0.7,2947,87,0.706,0.153,0.15295966474594028,0,1,3234.0,128.1304347826087,128.1304347826087,0.08333333333333333,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
719660658,Existing Customer,37,1,36,6,2,2,16594.0,1931,14663.0,0.702,2134,47,0.808,0.116,0.11636736169699892,0,1,14663.0,59.27777777777778,59.27777777777778,0.16666666666666666,0,0,1,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
714159858,Existing Customer,57,0,48,4,2,2,5387.0,2047,3340.0,0.579,1546,36,0.5,0.38,0.37998886207536664,0,0,3340.0,32.208333333333336,32.208333333333336,0.16666666666666666,0,0,0,0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
714225333,Existing Customer,48,4,36,5,1,1,2930.0,773,2157.0,0.661,1545,21,0.909,0.264,0.2638225255972696,0,0,2157.0,42.916666666666664,42.916666666666664,0.08333333333333333,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
712204308,Existing Customer,33,0,36,6,1,1,10023.0,504,9519.0,0.942,2878,65,0.625,0.05,0.050284346004190364,0,1,9519.0,79.94444444444444,79.94444444444444,0.08333333333333333,0,0,0,0,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
718468158,Existing Customer,38,1,25,6,2,3,9303.0,1599,7704.0,1.408,2261,37,0.542,0.172,0.17188003869719445,0,1,7704.0,90.44,90.44,0.16666666666666666,0,0,0,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
711575058,Existing Customer,36,3,36,4,2,2,2956.0,2411,545.0,0.971,1896,31,0.824,0.816,0.8156292286874154,1,0,545.0,52.666666666666664,52.666666666666664,0.16666666666666666,0,0,0,0,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False
735417408,Existing Customer,37,2,30,4,1,2,2218.0,1266,952.0,0.709,1941,58,0.568,0.571,0.5707844905320109,0,0,952.0,64.7,64.7,0.08333333333333333,0,0,0,0,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
717171408,Existing Customer,36,1,26,6,2,1,9959.0,0,9959.0,0.57,2021,41,0.783,0.0,0.0,0,1,9959.0,77.73076923076923,77.73076923076923,0.16666666666666666,0,0,0,0,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
814312308,Existing Customer,54,3,49,5,3,2,5335.0,1373,3962.0,0.558,1435,29,0.611,0.257,0.25735707591377693,0,0,3962.0,29.285714285714285,29.285714285714285,0.25,0,0,0,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
711786108,Existing Customer,52,1,43,3,3,2,7187.0,2014,5173.0,0.649,1159,26,0.733,0.28,0.2802281897871156,0,0,5173.0,26.953488372093023,26.953488372093023,0.25,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
712905708,Existing Customer,53,1,39,5,2,4,2590.0,1564,1026.0,0.386,1188,40,0.6,0.604,0.6038610038610038,0,0,1026.0,30.46153846153846,30.46153846153846,0.16666666666666666,1,0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
720050208,Existing Customer,27,1,19,4,1,3,4255.0,1748,2507.0,0.516,2236,57,0.541,0.411,0.41081081081081083,0,0,2507.0,117.6842105263158,117.6842105263158,0.08333333333333333,0,0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
793952133,Existing Customer,32,0,26,6,2,3,2778.0,2312,466.0,0.727,1680,33,1.062,0.832,0.8322534197264219,1,0,466.0,64.61538461538461,64.61538461538461,0.16666666666666666,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
798140283,Existing Customer,57,4,51,4,3,1,10711.0,1970,8741.0,0.71,1180,29,1.417,0.184,0.18392306974138736,0,1,8741.0,23.137254901960784,23.137254901960784,0.25,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
720427683,Attrited Customer,58,2,46,2,3,4,16163.0,0,16163.0,0.542,2171,48,0.778,0.0,0.0,0,1,16163.0,47.19565217391305,47.19565217391305,0.25,1,0,1,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
789970233,Existing Customer,54,2,45,6,1,1,2513.0,1126,1387.0,0.324,1454,30,0.25,0.448,0.4480700358137684,0,0,1387.0,32.31111111111111,32.31111111111111,0.08333333333333333,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
713893308,Existing Customer,45,3,37,4,1,1,3291.0,1607,1684.0,1.26,1984,38,0.652,0.488,0.4883014281373443,0,0,1684.0,53.62162162162162,53.62162162162162,0.08333333333333333,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
718843608,Existing Customer,36,2,25,5,2,4,8917.0,1091,7826.0,1.152,3327,80,0.86,0.122,0.12235056633396882,0,1,7826.0,133.08,133.08,0.16666666666666666,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
752085108,Existing Customer,39,2,29,3,5,2,4955.0,1157,3798.0,0.896,1824,38,0.727,0.234,0.23350151362260343,0,0,3798.0,62.89655172413793,62.89655172413793,0.4166666666666667,0,1,0,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
789435783,Existing Customer,39,1,30,6,1,2,2909.0,1274,1635.0,0.593,1532,26,0.3,0.438,0.43795118597456173,0,0,1635.0,51.06666666666667,51.06666666666667,0.08333333333333333,0,0,0,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
711032058,Existing Customer,34,3,21,6,4,3,34516.0,2517,31999.0,0.791,2901,75,0.923,0.073,0.07292270251477576,0,1,31999.0,138.14285714285714,138.14285714285714,0.3333333333333333,0,1,1,0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
784719708,Existing Customer,54,2,43,5,1,1,1438.3,0,1438.3,0.531,1707,41,0.783,0.0,0.0,0,1,1438.3,39.69767441860465,39.69767441860465,0.08333333333333333,0,0,0,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
804663258,Existing Customer,54,2,49,3,1,4,14015.0,2065,11950.0,0.704,1903,49,0.633,0.147,0.1473421334284695,0,1,11950.0,38.83673469387755,38.83673469387755,0.08333333333333333,1,0,1,0,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
716900433,Existing Customer,36,2,28,6,2,2,2540.0,1402,1138.0,1.127,2384,61,0.794,0.552,0.5519685039370079,0,0,1138.0,85.14285714285714,85.14285714285714,0.16666666666666666,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
720909408,Existing Customer,37,2,24,4,2,2,3497.0,1665,1832.0,0.627,2337,61,0.564,0.476,0.4761223906205319,0,0,1832.0,97.375,97.375,0.16666666666666666,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
712187808,Existing Customer,27,0,15,4,3,4,3682.0,0,3682.0,0.685,1826,35,0.75,0.0,0.0,0,1,3682.0,121.73333333333333,121.73333333333333,0.25,1,0,0,0,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
718428033,Existing Customer,55,4,41,6,2,1,4430.0,1543,2887.0,0.752,3395,70,0.628,0.348,0.34830699774266366,0,0,2887.0,82.8048780487805,82.8048780487805,0.16666666666666666,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
714892533,Existing Customer,26,0,16,5,3,2,3877.0,0,3877.0,0.773,2473,33,0.833,0.0,0.0,0,1,3877.0,154.5625,154.5625,0.25,0,0,0,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
714985458,Existing Customer,56,1,36,3,2,3,15124.0,1974,13150.0,0.826,1850,44,0.571,0.131,0.13052102618354933,0,1,13150.0,51.388888888888886,51.388888888888886,0.16666666666666666,0,0,1,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
716647983,Existing Customer,58,2,53,5,3,1,7712.0,962,6750.0,0.418,1574,34,0.062,0.125,0.12474066390041494,0,1,6750.0,29.69811320754717,29.69811320754717,0.25,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
712340733,Existing Customer,42,2,34,5,2,2,19373.0,1142,18231.0,0.655,1792,48,0.455,0.059,0.0589480204408197,0,1,18231.0,52.705882352941174,52.705882352941174,0.16666666666666666,0,0,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
719293533,Existing Customer,30,1,13,3,3,3,21590.0,2517,19073.0,0.813,2567,70,0.795,0.117,0.11658175081056045,0,1,19073.0,197.46153846153845,197.46153846153845,0.25,0,0,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
715257708,Existing Customer,38,1,32,4,2,1,3657.0,1687,1970.0,1.357,2758,55,0.833,0.461,0.4613070823079026,0,0,1970.0,86.1875,86.1875,0.16666666666666666,0,0,0,0,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
708331758,Existing Customer,47,2,35,3,1,4,32444.0,1843,30601.0,1.127,3725,60,0.622,0.057,0.05680557267907779,0,1,30601.0,106.42857142857143,106.42857142857143,0.08333333333333333,1,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
709501683,Existing Customer,33,1,24,5,1,2,5830.0,1665,4165.0,0.684,2263,60,0.714,0.286,0.2855917667238422,0,0,4165.0,94.29166666666667,94.29166666666667,0.08333333333333333,0,0,0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
711692508,Attrited Customer,54,2,47,3,4,3,1438.3,0,1438.3,1.053,1154,22,0.375,0.0,0.0,0,1,1438.3,24.5531914893617,24.5531914893617,0.3333333333333333,0,1,0,1,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
715612983,Existing Customer,65,1,55,5,2,4,6463.0,1660,4803.0,0.995,2336,49,1.722,0.257,0.25684666563515396,0,0,4803.0,42.472727272727276,42.472727272727276,0.16666666666666666,1,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
709674333,Existing Customer,33,2,23,4,2,1,2400.0,0,2400.0,1.064,2677,70,0.892,0.0,0.0,0,1,2400.0,116.3913043478261,116.3913043478261,0.16666666666666666,0,0,0,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
805522758,Existing Customer,44,1,39,5,2,4,2311.0,1830,481.0,1.289,1701,33,1.357,0.792,0.7918649935093033,0,0,481.0,43.61538461538461,43.61538461538461,0.16666666666666666,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
781013958,Existing Customer,57,3,48,4,2,2,3585.0,1244,2341.0,0.507,1344,37,0.85,0.347,0.34700139470013946,0,0,2341.0,28.0,28.0,0.16666666666666666,0,0,0,0,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True
717495258,Existing Customer,34,3,25,6,3,2,9131.0,916,8215.0,0.863,1893,36,0.565,0.1,0.10031759938670463,0,1,8215.0,75.72,75.72,0.25,0,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
795052083,Existing Customer,63,0,56,3,6,4,1438.3,0,1438.3,0.864,3630,71,0.578,0.0,0.0,0,1,1438.3,64.82142857142857,64.82142857142857,0.5,1,1,0,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
773389908,Existing Customer,37,3,31,5,1,3,1438.3,0,1438.3,0.79,2075,66,0.692,0.0,0.0,0,1,1438.3,66.93548387096774,66.93548387096774,0.08333333333333333,0,0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
719320833,Existing Customer,39,2,36,6,3,2,5471.0,2056,3415.0,0.465,1992,46,0.704,0.376,0.37579967099250594,0,0,3415.0,55.333333333333336,55.333333333333336,0.25,0,0,0,0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
816843933,Existing Customer,39,2,34,6,3,3,8823.0,1541,7282.0,1.06,1961,32,1.0,0.175,0.1746571460954324,0,1,7282.0,57.6764705882353,57.6764705882353,0.25,0,0,0,0,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
789196158,Existing Customer,55,1,44,6,2,4,2173.0,1520,653.0,0.652,1485,26,0.529,0.699,0.6994937873907041,0,0,653.0,33.75,33.75,0.16666666666666666,1,0,0,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
717930483,Attrited Customer,37,2,25,3,3,0,5616.0,0,5616.0,0.995,1564,31,0.476,0.0,0.0,0,1,5616.0,62.56,62.56,0.25,0,0,0,1,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
773442258,Existing Customer,57,1,51,5,2,2,8571.0,1616,6955.0,0.6,1397,28,0.647,0.189,0.1885427604713569,0,1,6955.0,27.392156862745097,27.392156862745097,0.16666666666666666,0,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
719872833,Existing Customer,45,2,36,6,6,3,2803.0,0,2803.0,0.565,3347,71,0.732,0.0,0.0,0,1,2803.0,92.97222222222223,92.97222222222223,0.5,0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
721491258,Existing Customer,53,4,36,3,2,2,3924.0,2517,1407.0,0.511,1417,30,0.667,0.641,0.6414373088685015,0,0,1407.0,39.361111111111114,39.361111111111114,0.16666666666666666,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
